NAME,ADDRESSPOSTALCODE,ADDRESSSTREETNAME,HYPERLINK,TOTALROOMS,KEEPERNAME,Lat,Lng,ICON_NAME
ibis budget Singapore Bugis,188942,33 Middle Road,contact@fragrancehotel.com,84,Tan Thuang Wee,1.29692081795715,103.855556164289,hotel.gif
ibis budget Singapore Clarke Quay,59663,20 Hongkong Street,contact@fragrancehotel.com,101,Tan Thuang Wee,1.28789594572544,103.847146355817,hotel.gif
ibis budget Singapore Crystal,398824,50 Lorong 18 Geylang,contact@fragrancehotel.com,125,GAN KUAN YEW,1.31057497568161,103.880589488415,hotel.gif
ibis budget Singapore Emerald,399174,20 Lorong 6 Geylang,contact@fragrancehotel.com,126,Gan Kuan Yew,1.31100987837705,103.876341748039,hotel.gif
ibis budget Singapore Imperial,208187,28 Penhas Road,contact@fragrancehotel.com,74,Sun Yi,1.30963597847065,103.862425383983,hotel.gif
ibis budget Singapore Mount Faber,98838,400 Telok Blangah Road,contact@fragrancehotel.com,32,Sun Yi,1.26970676465938,103.813874982995,hotel.gif
ibis budget Singapore Pearl,398961,21 Lorong 14 Geylang,contact@fragrancehotel.com,129,GAN KUAN YEW,1.31156055920328,103.879289173768,hotel.gif
ibis budget Singapore Ruby,398730,10 Lorong 20 Geylang,contact@fragrancehotel.com,168,Gan Kuan yew,1.31223807766207,103.881097098283,hotel.gif
ibis budget Singapore Sapphire,399037,3 Lorong 10 Geylang,contact@fragrancehotel.com,50,GAN KUAN YEW,1.31175754744813,103.877769447217,hotel.gif
ibis budget Singapore Selegie,188329,183 Selegie Road,contact@fragrancehotel.com,95,Tan Thuang Wee,1.30376527735541,103.849948919677,hotel.gif
ibis budget Singapore West Coast,118759,418 Pasir Panjang Road,contact@fragrancehotel.com,57,Sun Yi,1.2922089251387,103.768888272797,hotel.gif
Ibis Singapore Novena,329543,6 Irrawaddy Road,NA,241,Lui Cheng Yan Josephine,1.32614785361247,103.845545056163,hotel.gif
Ibis Singapore on Bencoolen,189657,170 Bencoolen Street,H6657@accor.com,538,David Malcolm Lane,1.30096316425159,103.852422678333,hotel.gif
ibis Styles Singapore on Macpherson,368125,401 Macpherson Road,H9411@accor.com,298,Rolfe Shamila,1.33177053490393,103.879294508881,hotel.gif
InterContinental Singapore,188966,80 Middle Road,singapore@interconti.com,403,Andreas Kraemer,1.29846962637,103.854867046362,hotel.gif
InterContinental Singapore Robertson Quay,238909,1 NANSON ROAD,info.sinic@ihg.com,225,Tania Krassimirova Getzova,1.28984102269144,103.838551707065,hotel.gif
iStay.inn,58764,215A South Bridge Road,info@istayinn.com.sg,18,Lim So Geok,1.28298235047301,103.845924101605,hotel.gif
J8 Hotel,207606,8 Townshend Road,hq@j8hotel.com,98,Joseph Lee Boon Leng,1.30769755698718,103.858520506324,hotel.gif
Jade Hotel,399535,18 Jalan Molek,eddyswee2017@gmail.com,36,Suey Hueh King,1.31171183228565,103.882775886651,hotel.gif
Jayleen 1918 Hotel,59921,42 Carpenter Street,james@jayleen1918.com.sg,40,James Frederick Chong Kah Yean,1.28778717516192,103.847932686159,hotel.gif
The Regent Singapore,249715,1 Cuscaden Road,reservations@regentsingapore.com.sg,440,Oscar Joan Giorgius Postma,1.30467322365634,103.824897364807,hotel.gif
"The Ritz-Carlton, Millenia Singapore",39799,7 Raffles Avenue,sinrz.leads@ritzcarlton.com,608,Peter William Mainguy,1.29071830259005,103.860047265048,hotel.gif
The Scarlet Hotel,69333,33 Erskine Road,reservations@thescarlethotels.com,80,Anasri Bin T Onn,1.28082633621452,103.845399528928,hotel.gif
The Seacare Hotel,169875,52 Chin Swee Road,reservations@theseacarehotel.com.sg,103,Choo Sin How,1.28771626958407,103.839843127647,hotel.gif
The Southbridge Hotel,58759,210 South Bridge Road,admin@southbridge.com,47,"Leong Mun Choy, Bernard",1.28341894026954,103.845656808105,hotel.gif
The Sultan,199002,101 Jalan Sultan,info@thesultan.com.sg,60,Ong Shu Xian Charmaine,1.30316598668086,103.860975921584,hotel.gif
The Vagabond Club,207630,39 Syed Alwi Road,accounts@garchahotels.com,41,Harpreet Kaur Bedi,1.30689059540429,103.858401651016,hotel.gif
The Westin Singapore,18961,12 Marina View   Asia Square Tower 2,westin.singapore@westin.com,305,Kuljit Singh Sarjit Singh,1.27830729144643,103.850795186495,hotel.gif
Traveller@sg,208559,111H King George's Avenue,NA,7,Yan Tongji,1.31033177948249,103.861714993221,hotel.gif
K Space Inn 569,218184,569 SERANGOON ROAD 60'S HOSTEL,NA,7,CAI WENCHAO,1.31559230859372,103.858144106984,hotel.gif
Kim Tian Hotel,398678,21 Lorong 22 Geylang,NA,47,Steven Han How Chye,1.31205758973578,103.882458725423,hotel.gif
Kim Tian Hotel (Han),399281,29 Lorong 4 Geylang,NA,48,Steven Han How Chye,1.31016069700456,103.876202869193,hotel.gif
"PARKROYAL on Beach Road, Singapore",199591,7500A Beach Road The Plaza,enquiry@parkroyalhotels.com,346,CAMPILLO ANGELITO PAOLO LACSON,1.29945373680809,103.860070225371,hotel.gif
Q Loft Hotels@Bedok,469546,"357A BEDOK ROAD, # 1-",mgtqloft@gmail.com,12,TAN TIAN MEI,1.33160106900625,103.94704995457,hotel.gif
Q Loft Hotels@Mackenzie,228677,15 Mackenzie Road,NA,40,Tan Tian Mei,1.30437833815954,103.849798670544,hotel.gif
Raffles Hotel Singapore,189673,1 Beach Road,singapore@raffles.com,115,Christian Westbeld,1.29509740338279,103.854068347721,hotel.gif
Ramada Singapore at Zhongshan Park,329983,16 Ah Hood Road,info@ramadasingapore.com,382,Tony John Cousens,1.32710813170856,103.846374260603,hotel.gif
Reddoorz @ Aljunied,398691,34 LORONG 22 GEYLANG LEMON GRASS HOTEL,NA,42,AMIT SABERWAL,1.31116645434913,103.881861947743,hotel.gif
RedDoorz near Marine Parade Central,428996,400 EAST COAST ROAD GARDEN TERRACE HOTEL,NA,62,AMIT SABERWAL,1.30869695647047,103.912040454705,hotel.gif
The Noble Hotel,209012,407 JALAN BESAR THE NOBLE HOTEL,NA,30,Tay Hongwei Alinilson,1.31379680423507,103.859775934817,hotel.gif
The Pod,199552,"289 Beach Road  , # 03-01",info@thepodcapsulehotel.sg,15,Steven Lee Ngiap Hui,1.30105228944496,103.860546413684,hotel.gif
Snooze Inn @ Dunlop Street,209356,28 DUNLOP STREET KAWAN HOSTEL,NA,15,Tsai Shi Shyuan,1.30473915824794,103.854022759534,hotel.gif
Snooze Inn Pte Ltd,209518,43 DICKSON ROAD PHIL INN,NA,23,TSAI SHI SHYUAN,1.30536816987403,103.853723617758,hotel.gif
South East Asia Hotel,187965,190 Waterloo Street,seahotel@singnet.com.sg,51,Huang Wen Hwa,1.30108678628959,103.853135267954,hotel.gif
Spacepod@Lavender,208559,111J King George's Avenue,booking@bpsg.com.sg,8,Bian Haiqiu,1.31033177948249,103.861714993221,hotel.gif
Hotel 81 - Orchid,399090,21 Lorong 8 Geylang,hotel81@hotel81.com.sg,182,Chu Poh Yong,1.31119116358172,103.877277745979,hotel.gif
Hotel 81 - Osaka,169753,1 Eng Hoon Street,hotel81@hotel81.com.sg,74,Chu Poh Yong,1.28336484066759,103.834966686156,hotel.gif
Hotel 81 - Palace,398867,25 Lorong 16 Geylang,hotel81@hotel81.com.sg,192,Chu Poh Yong,1.31179140354756,103.880119073255,hotel.gif
Hotel 81 - Princess,399001,21 Lorong 12 Geylang,hotel81@hotel81.com.sg,133,Chu Poh Yong,1.31098893424992,103.878632309021,hotel.gif
Hotel 81 - Rochor,208785,5 Jalan Besar,hotel81@hotel81.com.sg,87,Chu Poh Yong,1.30375424119096,103.853983386178,hotel.gif
Hotel 81 - Sakura,427452,181 Joo Chiat Road,hotel81@hotel81.com.sg,75,Chu Poh Yong,1.31229179932804,103.900510985539,hotel.gif
Hotel 81 - Selegie,188318,161 Selegie Road,hotel81@hotel81.com.sg,81,Chu Poh Yong,1.3032844053482,103.849884117871,hotel.gif
Hotel 81 - Spring,388619,22 Lorong 15 Geylang,hotel81@hotel81.com.sg,32,Chu Poh Yong,1.31368275668813,103.878270058693,hotel.gif
Hotel 81 - Star,398828,31 Lorong 18 Geylang,hotel81@hotel81.com.sg,207,Chu Poh Yong,1.31160600473177,103.880860523551,hotel.gif
Hotel 81 - Tristar,424780,1 Onan Road,hotel81@hotel81.com.sg,116,Chu Poh Yong,1.31568836964855,103.897420527925,hotel.gif
Hotel 81 - Violet,338722,97 Lavender Street,hotel81@hotel81.com.sg,49,Chu Poh Yong,1.31106785024407,103.862164062966,hotel.gif
Value Hotel - Balestier,329684,218 Balestier Road,valuehotel@valuehotel.com.sg,208,Chu Poh Yong,1.32124006979661,103.853270441013,hotel.gif
Value Hotel - Nice,329738,302 Balestier Road,valuehotel@valuehotel.com.sg,63,Chu Poh Yong,1.32334493742066,103.852504389911,hotel.gif
Value Hotel - Thomson,329901,592 Balestier Road,valuehotel@valuehotel.com.sg,366,Chu Poh Yong,1.3269557412414,103.842719933396,hotel.gif
